Year,Region,Location,PlotID,Latitude,Longitude,CaptureDate,CaptureTime,Species,Bander,Scribe,BandSize,MetalIn,FlagColorIn,FlagCodeIn,UpperLeftIn,LowerLeftIn,UpperRightIn,LowerRightIn,MetalOut,FlagColorOut,FlagCodeOut,UpperLeftOut,LowerLeftOut,UpperRightOut,LowerRightOut,TrackerType1,TrackerStatus1,TrackerID1,TrackerType2,TrackerStatus2,TrackerID2,Disposition,Status,Condition,AgeID,HowAged,FieldSex,CHDSex,HowSex,Culmen_mm,CulmenDepth_mm,CulmenWidth_mm,NaresTip_mm,TotalHead_mm,TarsusDiagonal_mm,Wing_mm,p10_mm,p10Exposed_mm,Fat,Weight_g,CaptureMethod,NestID,BroodID,ChickAgeType,ChickHatchDate,ChickAge_d,FeatherCollected,FeatherType,Blood,BloodQuantity,BloodUse,OtherTests,Comments
2023,Alaska,Nome,37 MI,64.84563,-166.08494,7/5/2023,13:55,REKN,ZPohlen,KHunt,2,,,,,,,,123233655,,,,,,M,,,,,,,1,318,7,L,NF,U,,NA,12.3,4.1,3.3,9.6,34.1,25.7,,2.5,0,,13.5,Hand,,1KU,Estimated,7/3/2023,2,Y,Down,Y,filter,DNA,fecal,Fecal: 1390
2023,Alaska,Nome,37 MI,64.84950,-166.09150,7/8/2023,10:05,REKN,ZPohlen,KHunt,2,123233655,,,,,,M,123233655,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,14.8,4.7,3.5,11.3,38.1,27.4,,6,0,,25.1,Hand,,1KU,Estimated,7/3/2023,5,N,,N,,,fecal,Fecal: 1431
2023,Alaska,Nome,37 MI,64.84661,-166.08843,7/11/2023,9:41,REKN,ZPohlen,KHunt,2,123233655,,,,,,M,123233655,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,17.1,5,4,12.6,41.2,26.9,,14.4,1.5,,39,Hand,,1KU,Estimated,7/3/2023,8,N,,N,,,fecal,Fecal: 1448
2023,Alaska,Nome,37 MI,64.84526,-166.08523,7/15/2023,13:21,REKN,ZPohlen,CGesmundo,2,123233655,,,,,,M,123233655,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,19,5.3,4.1,13.8,44.9,28.5,,31.1,10.7,,53.3,Hand,,1KU,Estimated,7/3/2023,12,N,,N,,,fecal,Fecal: 1474
2023,Alaska,Nome,37 MI,64.84230,-166.08477,7/18/2023,20:38,REKN,ZPohlen,CGesmundo,2,123233655,,,,,,M,123233655,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,20.8,5.7,4.2,15.3,47.7,29.4,,49.9,27.5,,72,Hand,,1KU,Estimated,7/3/2023,15,N,,N,,,fecal,Fecal: 1351
2023,Alaska,Nome,37 MI,64.85134,-166.08759,7/21/2023,19:14,REKN,ZPohlen,CGesmundo,2,123233655,,,,,,M,123233655,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,22.5,6,4.3,15.6,50.1,30.5,,60.7,38.2,,82.5,Hand,,1KU,Estimated,7/3/2023,18,Y,S4,N,,,fecal,Fecal: 1503
2023,Alaska,Nome,37 MI,64.84563,-166.08494,7/5/2023,13:55,REKN,ZPohlen,KHunt,2,,,,,,,,123233656,,,,,,M,,,,,,,1,318,7,L,NF,U,,NA,12.4,3.9,3.5,10.2,34,26.6,,2.6,0,,14.8,Hand,,1KU,Estimated,7/3/2023,2,Y,Down,Y,filter,DNA,fecal,Fecal: 1391
2023,Alaska,Nome,37 MI,64.84950,-166.09150,7/8/2023,10:05,REKN,ZPohlen,KHunt,2,123233656,,,,,,M,123233656,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,15.8,4.6,3.7,11.5,38.6,27.4,,8.2,0,,28.1,Hand,,1KU,Estimated,7/3/2023,5,N,,N,,,fecal,Fecal: 1432
2023,Alaska,Nome,37 MI,64.84661,-166.08843,7/11/2023,9:41,REKN,ZPohlen,KHunt,2,123233656,,,,,,M,123233656,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,17.1,5.1,4.1,13.2,41.9,28.4,,18.1,2.7,,43.9,Hand,,1KU,Estimated,7/3/2023,8,N,,N,,,fecal,Fecal: 1447
2023,Alaska,Nome,37 MI,64.84563,-166.08494,7/5/2023,13:55,REKN,ZPohlen,KHunt,2,,,,,,,,123233657,,,,,,M,,,,,,,1,318,7,L,NF,U,,NA,13.5,4.4,3.5,10.5,34.4,26.7,,2.1,0,,14.2,Hand,,1KU,Estimated,7/3/2023,2,Y,Down,Y,filter,DNA,fecal,Fecal: 1392
2023,Alaska,Nome,37 MI,64.84950,-166.09150,7/8/2023,10:05,REKN,ZPohlen,KHunt,2,123233657,,,,,,M,123233657,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,15.8,5,3.8,12.2,39.2,27.1,,7.3,0,,27.3,Hand,,1KU,Estimated,7/3/2023,5,N,,N,,,fecal,Fecal: 1433
2023,Alaska,Nome,37 MI,64.84661,-166.08843,7/11/2023,9:41,REKN,ZPohlen,KHunt,2,123233657,,,,,,M,123233657,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,18.1,5.4,4.3,13.8,42.6,28.5,,16.2,1.5,,43.1,Hand,,1KU,Estimated,7/3/2023,8,N,,N,,,fecal,Fecal: 1449
2023,Alaska,Nome,37 MI,64.84526,-166.08523,7/15/2023,13:21,REKN,ZPohlen,CGesmundo,2,123233657,,,,,,M,123233657,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,19.8,5.6,4.3,14.9,46.2,29.2,,33.6,13,,56.4,Hand,,1KU,Estimated,7/3/2023,12,N,,N,,,fecal,Fecal: 1473
2023,Alaska,Nome,37 MI,64.84230,-166.08477,7/18/2023,20:38,REKN,ZPohlen,CGesmundo,2,123233657,,,,,,M,123233657,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,22.2,6.1,4.3,16.2,49.4,30.7,,49.3,28.5,,78.1,Hand,,1KU,Estimated,7/3/2023,15,N,,N,,,,
2023,Alaska,Nome,37 MI,64.85134,-166.08759,7/21/2023,19:14,REKN,ZPohlen,CGesmundo,2,123233657,,,,,,M,123233657,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,23.4,6.1,4.5,17,51.3,31.5,,64.9,40.8,,97,Hand,,1KU,Estimated,7/3/2023,18,Y,S4,N,,,fecal,Fecal: 1502
2023,Alaska,Nome,37 MI,64.84563,-166.08494,7/5/2023,13:55,REKN,ZPohlen,KHunt,2,,,,,,,,123233658,,,,,,M,,,,,,,1,318,7,L,NF,U,,NA,12.2,4.2,3.2,9.6,33.9,27.6,,2,0,,14.8,Hand,,1KU,Estimated,7/3/2023,2,Y,Down,Y,filter,DNA,,
2023,Alaska,Nome,37 MI,64.84950,-166.09150,7/8/2023,10:05,REKN,ZPohlen,KHunt,2,123233658,,,,,,M,123233658,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,14.5,4.6,3.6,11,37.7,28,,8.7,0,,28.5,Hand,,1KU,Estimated,7/3/2023,5,N,,N,,,fecal,"Fecal: 1434, 1435"
2023,Alaska,Nome,37 MI,64.84661,-166.08843,7/11/2023,9:41,REKN,ZPohlen,KHunt,2,123233658,,,,,,M,123233658,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,17,5,4,12.2,41.3,28.9,,19.1,2.7,,44.6,Hand,,1KU,Estimated,7/3/2023,8,N,,N,,,fecal,Fecal: 1446
2023,Alaska,Nome,37 MI,64.84526,-166.08523,7/15/2023,13:21,REKN,ZPohlen,CGesmundo,2,123233658,,,,,,M,123233658,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,18,5.6,4.2,13.3,45.1,30.2,,36.5,12.4,,58.6,Hand,,1KU,Estimated,7/3/2023,12,N,,N,,,fecal,Fecal: 1472
2023,Alaska,Nome,37 MI,64.84230,-166.08477,7/18/2023,20:38,REKN,ZPohlen,CGesmundo,2,123233658,,,,,,M,123233658,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,20.2,5.8,4.5,15,48.3,31.8,,55.6,30.7,,78.1,Hand,,1KU,Estimated,7/3/2023,15,N,,N,,,,
2023,Alaska,Nome,Feather,64.84706,-165.94743,7/6/2023,11:50,REKN,ZPohlen,KHunt,2,,,,,,,,123233660,,,,,,M,,,,,,,1,318,7,L,NF,U,,NA,13.4,4.8,3.3,10.5,35.1,28.3,,2.8,0,,17.9,Hand,,1PN,Estimated,7/3/2023,3,Y,Down,Y,filter,DNA,fecal,Fecal: 1402
2023,Alaska,Nome,Feather,64.84706,-165.94743,7/6/2023,11:50,REKN,ZPohlen,KHunt,2,,,,,,,,123233661,,,,,,M,,,,,,,1,318,7,L,NF,U,,NA,13.7,4.5,3.8,10.6,35.6,27.8,,2.5,0,,18.6,Hand,,1PN,Estimated,7/3/2023,3,Y,Down,Y,filter,DNA,fecal,Fecal: 1403
2023,Alaska,Nome,Feather,64.84706,-165.94743,7/6/2023,11:50,REKN,ZPohlen,KHunt,2,,,,,,,,123233662,,,,,,M,,,,,,,1,318,7,L,NF,U,,NA,13.8,4.5,3.7,10.6,35.8,26.7,,3.7,0,,18.7,Hand,,1PN,Estimated,7/3/2023,3,Y,Down,Y,filter,DNA,fecal,Fecal: 1404
2023,Alaska,Nome,Feather,64.84706,-165.94743,7/6/2023,11:50,REKN,ZPohlen,KHunt,2,,,,,,,,123233663,,,,,,M,,,,,,,1,318,7,L,NF,U,,NA,14.8,4.6,3.7,11,36,28.2,,4,0,,19.1,Hand,,1PN,Estimated,7/3/2023,3,Y,Down,Y,filter,DNA,fecal,Fecal: 1405
2023,Alaska,Nome,34 MI,64.81574,-165.99583,7/7/2023,10:55,REKN,ZPohlen,KHunt,2,,,,,,,,123233664,,,,,,M,,,,,,,1,318,7,L,NF,U,,NA,10.7,4.1,3.3,9.3,32.8,25.5,,0.3,0,,13.3,Hand,T-04,1MN,Estimated,7/6/2023,1,Y,Down,Y,filter,DNA,fecal,Fecal: 1409
2023,Alaska,Nome,34 MI,64.81538,-165.92691,7/7/2023,12:20,REKN,ZPohlen,KHunt,2,,,,,,,,123233665,,,,,,M,,,,,,,1,318,7,L,NF,U,,NA,13.4,4.4,3.7,11,36.8,27.7,,4.2,0,,18.4,Hand,,1PP,Estimated,7/5/2023,2,Y,Down,Y,filter,DNA,fecal,Fecal: 1413
2023,Alaska,Nome,34 MI,64.81572,-165.92424,7/11/2023,17:42,REKN,ZPohlen,KHunt,2,123233665,,,,,,M,123233665,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,16.8,5.2,4.2,13.3,41.1,28.7,,15,3.1,,35.3,Hand,,1PP,Estimated,7/5/2023,6,N,,N,,,fecal,Fecal: 1466
2023,Alaska,Nome,34 MI,64.81756,-165.93160,7/18/2023,11:37,REKN,ZPohlen,CGesmundo,2,123233665,,,,,,M,123233665,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,19.8,5.7,4.5,15.3,47.1,30.2,,43.6,21.6,,67.5,Hand,,1PP,Estimated,7/5/2023,13,Y,Back,N,,,fecal,Fecal: 1341
2023,Alaska,Nome,34 MI,64.81904,-165.92871,7/23/2023,10:08,REKN,ZPohlen,CGesmundo,2,123233665,,,,,,M,123233665,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,22.1,5.7,4.5,17.1,51.1,30.9,,67.2,44.3,,86.5,Hand,,1PP,Estimated,7/5/2023,18,Y,S4,N,,,fecal,Fecal: 1354
2023,Alaska,Nome,34 MI,64.81538,-165.92691,7/7/2023,12:20,REKN,ZPohlen,KHunt,2,,,,,,,,123233666,,,,,,M,,,,,,,1,318,7,L,NF,U,,NA,12.8,4.1,3.5,9.6,35.6,25.5,,4.2,0,,16.4,Hand,,1PP,Estimated,7/5/2023,2,Y,Down,Y,filter,DNA,fecal,Fecal: 1412
2023,Alaska,Nome,34 MI,64.81572,-165.92424,7/11/2023,17:42,REKN,ZPohlen,KHunt,2,123233666,,,,,,M,123233666,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,15.6,4.6,3.7,12,40.1,26.6,,13.2,3.5,,31.9,Hand,,1PP,Estimated,7/5/2023,6,N,,N,,,fecal,Fecal: 1467
2023,Alaska,Nome,34 MI,64.81756,-165.93160,7/18/2023,11:37,REKN,ZPohlen,CGesmundo,2,123233666,,,,,,M,123233666,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,20.1,5.3,4.1,14.7,47.2,28.9,,42.2,22,,62.5,Hand,,1PP,Estimated,7/5/2023,13,Y,Back,N,,,fecal,Fecal: 1343
2023,Alaska,Nome,34 MI,64.81904,-165.92871,7/23/2023,10:08,REKN,ZPohlen,CGesmundo,2,123233666,,,,,,M,123233666,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,22,5.6,4.1,15.6,49.4,30,,65.9,44.1,,82.4,Hand,,1PP,Estimated,7/5/2023,18,Y,S4,N,,,fecal,Fecal: 1353
2023,Alaska,Nome,34 MI,64.81538,-165.92691,7/7/2023,12:20,REKN,ZPohlen,KHunt,2,,,,,,,,123233667,,,,,,M,,,,,,,1,318,7,L,NF,U,,NA,12,4.2,3.7,10.3,35.2,25.5,,3,0,,16.9,Hand,,1PP,Estimated,7/5/2023,2,Y,Down,Y,filter,DNA,fecal,Fecal: 1411
2023,Alaska,Nome,34 MI,64.81572,-165.92424,7/11/2023,17:42,REKN,ZPohlen,KHunt,2,123233667,,,,,,M,123233667,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,14.7,4.6,4,11.9,40.1,27,,11.9,1.6,,32.4,Hand,,1PP,Estimated,7/5/2023,6,N,,N,,,fecal,Fecal: 1468
2023,Alaska,Nome,34 MI,64.81756,-165.93160,7/18/2023,11:37,REKN,ZPohlen,CGesmundo,2,123233667,,,,,,M,123233667,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,19,5.8,4.3,14.4,46.9,28.8,,38.7,19.6,,68,Hand,,1PP,Estimated,7/5/2023,13,Y,Back,N,,,fecal,Fecal: 1342
2023,Alaska,Nome,34 MI,64.81904,-165.92871,7/23/2023,10:08,REKN,ZPohlen,CGesmundo,2,123233667,,,,,,M,123233667,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,21.3,6,4.6,16.2,50.6,30.1,,62.2,41.3,,88.1,Hand,,1PP,Estimated,7/5/2023,18,Y,S4,N,,,fecal,Fecal: 1355
2023,Alaska,Nome,34 MI,64.81538,-165.92691,7/7/2023,12:20,REKN,ZPohlen,KHunt,2,,,,,,,,123233668,,,,,,M,,,,,,,1,318,7,L,NF,U,,NA,12.4,4.2,3.6,9.8,35.3,25.6,,4.1,0,,18.2,Hand,,1PP,Estimated,7/5/2023,2,Y,Down,Y,filter,DNA,fecal,Fecal: 1410
2023,Alaska,Nome,34 MI,64.81572,-165.92424,7/11/2023,17:42,REKN,ZPohlen,KHunt,2,123233668,,,,,,M,123233668,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,15.3,4.9,4.2,11.7,39.7,27,,14,3.5,,35,Hand,,1PP,Estimated,7/5/2023,6,N,,N,,,fecal,Fecal: 1465
2023,Alaska,Nome,34 MI,64.81756,-165.93160,7/18/2023,11:37,REKN,ZPohlen,CGesmundo,2,123233668,,,,,,M,123233668,,,,,,M,,,,,,,R,300,4,L,NF,U,,NA,19.1,5.6,4.4,14.3,46.2,29.2,,43.3,23.5,,67.1,Hand,,1PP,Estimated,7/5/2023,13,Y,Back,N,,,fecal,"Fecal: 1344, Chick died in lunchbox, unsure what caused death. Chicks located far away from eachother during capture"
2023,Alaska,Nome,34 MI,64.81614,-165.93060,7/7/2023,14:00,REKN,ZPohlen,KHunt,2,,,,,,,,123233670,,,,,,M,,,,,,,1,318,7,L,NF,U,,NA,12.7,4.2,3.2,10.2,34.2,26,,0.3,0,,14.3,Hand,,1PT,Estimated,7/6/2023,1,Y,Down,Y,filter,DNA,fecal,Fecal: 1415
2023,Alaska,Nome,34 MI,64.81617,-165.92765,7/11/2023,17:11,REKN,ZPohlen,KHunt,2,123233670,,,,,,M,123233670,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,15.6,5.1,3.9,12.1,40,27.5,,8.6,1.5,,28.6,Hand,,1PT,Estimated,7/6/2023,5,N,,N,,,fecal,"Fecal: 1462, Adult 1PT fecal: 1461"
2023,Alaska,Nome,34 MI,64.81734,-165.95676,7/18/2023,10:20,REKN,ZPohlen,CGesmundo,2,123233670,,,,,,M,123233670,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,19.3,5.6,4.2,14.9,46.6,29.7,,36,14.5,,61.3,Hand,,1PT,Estimated,7/6/2023,12,Y,Back,N,,,fecal,Fecal: 1488
2023,Alaska,Nome,34 MI,64.81723,-165.95895,7/23/2023,9:04,REKN,ZPohlen,CGesmundo,2,123233670,,,,,,M,123233670,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,21.5,5.7,4.5,16.2,50,30.6,,60.8,32.5,,84.7,Hand,,1PT,Estimated,7/6/2023,17,Y,S4,N,,,fecal,Fecal: 1352
2023,Alaska,Nome,34 MI,64.81614,-165.93060,7/7/2023,14:00,REKN,ZPohlen,KHunt,2,,,,,,,,123233671,,,,,,M,,,,,,,1,318,7,L,NF,U,,NA,12.5,4.2,3.6,10,33,26.2,,0.3,0,,13.9,Hand,,1PT,Estimated,7/6/2023,1,Y,Down,Y,filter,DNA,fecal,Fecal: 1414
2023,Alaska,Nome,34 MI,64.81617,-165.92765,7/11/2023,17:11,REKN,ZPohlen,KHunt,2,123233671,,,,,,M,123233671,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,15.4,4.8,3.9,11.9,38.6,26.5,,7.6,0.8,,26.4,Hand,,1PT,Estimated,7/6/2023,5,N,,N,,,fecal,"Fecal: 1464, Adult 1PT fecal: 1461"
2023,Alaska,Nome,34 MI,64.81734,-165.95676,7/18/2023,10:20,REKN,ZPohlen,CGesmundo,2,123233671,,,,,,M,123233671,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,20.2,5.5,4.4,15.1,45.9,29.2,,32.2,14,,57.7,Hand,,1PT,Estimated,7/6/2023,12,Y,Back,N,,,fecal,Fecal: 1489
2023,Alaska,Nome,34 MI,64.81614,-165.93060,7/7/2023,14:00,REKN,ZPohlen,KHunt,2,,,,,,,,123233672,,,,,,M,,,,,,,1,318,7,L,NF,U,,NA,12.6,4.2,3.3,9.9,33.5,26.5,,0.2,0,,13.9,Hand,,1PT,Estimated,7/6/2023,1,Y,Down,Y,filter,DNA,fecal,Fecal: 1416
2023,Alaska,Nome,34 MI,64.81617,-165.92765,7/11/2023,17:11,REKN,ZPohlen,KHunt,2,123233672,,,,,,M,123233672,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,15.7,4.9,3.9,11.5,38.4,27.5,,6.9,0,,24.9,Hand,,1PT,Estimated,7/6/2023,5,N,,N,,,fecal,"Fecal: 1463, Adult 1PT fecal: 1461"
2023,Alaska,Nome,37 MI,64.84628,-166.08137,6/21/2023,10:15,REKN,ZPohlen,KHunt,2,,,,,,,,129232188,,,,,,M,,,,,,,1,318,7,L,NF,U,,NA,13,4.2,3.3,9.8,33.1,27.3,,1.2,0,,14.6,Hand,A-01,1MP,Known,6/20/2023,1,Y,Down,Y,filter,DNA,,
2023,Alaska,Nome,37 MI,64.84514,-166.08385,6/24/2023,11:28,REKN,ZPohlen,KHunt,2,129232188,,,,,,M,129232188,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,14.7,4.8,4.1,11.9,38.1,28,,5.6,0,,22.8,Hand,A-01,1MP,Known,6/20/2023,4,N,,N,,,fecal,Fecal: 1219
2023,Alaska,Nome,37 MI,64.84470,-166.08452,6/26/2023,13:42,REKN,ZPohlen,KHunt,2,129232188,,,,,,M,129232188,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,16.8,5.4,4.3,13.2,39.1,28.7,,10.5,1.8,,35.7,Hand,A-01,1MP,Known,6/20/2023,6,N,,N,,,fecal,Fecal: 1172
2023,Alaska,Nome,37 MI,64.84658,-166.08109,6/29/2023,17:46,REKN,ZPohlen,KHunt,2,129232188,,,,,,M,129232188,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,19.1,6.3,4.6,14.8,45.3,30.3,,27.1,9.5,,55.9,Hand,A-01,1MP,Known,6/20/2023,9,N,,N,,,fecal,Fecal: 1192
2023,Alaska,Nome,37 MI,64.84535,-166.08385,7/2/2023,11:55,REKN,ZPohlen,KHunt,2,129232188,,,,,,M,129232188,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,21.7,6.4,4.8,16.8,49.7,31.7,,43.3,19.3,,74.9,Hand,A-01,1MP,Known,6/20/2023,12,Y,Back,N,,,fecal,Fecal: 1205
2023,Alaska,Nome,37 MI,64.84211,-166.08388,7/5/2023,10:45,REKN,ZPohlen,KHunt,2,129232188,,,,,,M,129232188,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,24.2,6.9,4.9,18.2,52.3,33.2,,57.8,31,,84.9,Hand,A-01,1MP,Known,6/20/2023,15,N,,N,,,fecal,"Fecal: 1377, Adult 1MP fecal sample: 1373"
2023,Alaska,Nome,37 MI,64.82224,-166.03530,7/8/2023,8:45,REKN,ZPohlen,KHunt,2,129232188,,,,,,M,129232188,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,25.6,7,5,19.3,54.3,33.5,,71.2,47.4,,98.7,Hand,A-01,1MP,Known,6/20/2023,18,N,,N,,,fecal,Fecal: 1422
2023,Alaska,Nome,37 MI,64.83660,-166.08348,7/11/2023,11:49,REKN,ZPohlen,KHunt,2,129232188,,,,,,M,129232188,FEDG,1PU,FEDG,,,M,,,,,,,R,369,7,L,NF,U,,NA,27.5,6.8,5.2,20.1,56,33.5,,85.4,64.6,,100.9,Mist,A-01,1MP,Known,6/20/2023,21,Y,S4,N,,,fecal,"Fecal: 1454, 1455, Adult 1MP fecal: 1456"
2023,Alaska,Nome,37 MI,64.84112,-166.08508,7/15/2023,16:48,REKN,ZPohlen,CGesmundo,2,129232188,FEDG,1PU,FEDG,,,M,129232188,FEDG,1PU,FEDG,,,M,,,,,,,R,369,7,L,NF,U,,NA,29.4,6.9,5.2,21.2,57.8,33.6,,100.6,83.2,,105.7,Mist,A-01,1MP,Known,6/20/2023,25,N,,N,,,fecal,Fecal: 1476
2023,Alaska,Nome,37 MI,64.84628,-166.08137,6/21/2023,10:15,REKN,ZPohlen,KHunt,2,,,,,,,,129232189,,,,,,M,,,,,,,1,318,7,L,NF,U,,NA,12,4.1,3.2,9.4,32.6,25.8,,0.6,0,,14.6,Hand,A-01,1MP,Known,6/20/2023,1,Y,Down,Y,filter,DNA,,
2023,Alaska,Nome,37 MI,64.84514,-166.08385,6/24/2023,11:28,REKN,ZPohlen,KHunt,2,129232189,,,,,,M,129232189,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,13.8,4.7,3.9,11.1,36.5,27.5,,4.9,0,,20.6,Hand,A-01,1MP,Known,6/20/2023,4,N,,N,,,fecal,Fecal: 1217
2023,Alaska,Nome,37 MI,64.84470,-166.08452,6/26/2023,13:42,REKN,ZPohlen,KHunt,2,129232189,,,,,,M,129232189,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,15.5,5,4.2,12.5,40.1,28,,11,0,,30.8,Hand,A-01,1MP,Known,6/20/2023,6,N,,N,,,fecal,Fecal: 1174
2023,Alaska,Nome,37 MI,64.84658,-166.08109,6/29/2023,17:46,REKN,ZPohlen,KHunt,2,129232189,,,,,,M,129232189,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,18.5,6.1,4.5,14.5,44.9,30,,25.2,6.5,,49.3,Hand,A-01,1MP,Known,6/20/2023,9,N,,N,,,fecal,Fecal: 1193
2023,Alaska,Nome,37 MI,64.84535,-166.08385,7/2/2023,11:55,REKN,ZPohlen,KHunt,2,129232189,,,,,,M,129232189,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,21.3,6.4,4.7,16.4,48.6,31,,40.6,16.5,,67.2,Hand,A-01,1MP,Known,6/20/2023,12,Y,Back,N,,,fecal,Fecal: 1206
2023,Alaska,Nome,37 MI,64.84211,-166.08388,7/5/2023,10:45,REKN,ZPohlen,KHunt,2,129232189,,,,,,M,129232189,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,24.1,6.4,5.1,17.4,50.7,32,,56.1,31.7,,79.4,Hand,A-01,1MP,Known,6/20/2023,15,N,,N,,,fecal,"Fecal: 1376,  Adult 1MP fecal sample: 1373"
2023,Alaska,Nome,37 MI,64.82224,-166.03530,7/8/2023,8:45,REKN,ZPohlen,KHunt,2,129232189,,,,,,M,129232189,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,24.9,6.9,5,18.6,53.4,32.7,,69.8,45.2,,95.1,Hand,A-01,1MP,Known,6/20/2023,18,N,,N,,,fecal,Fecal: 1424
2023,Alaska,Nome,37 MI,64.83660,-166.08348,7/11/2023,11:49,REKN,ZPohlen,KHunt,2,129232189,,,,,,M,129232189,FEDG,1PX,FEDG,,,M,,,,,,,R,369,7,L,NF,U,,NA,25.7,6.9,5.1,19.7,55.3,32.8,,82.8,61.8,,99.8,Mist,A-01,1MP,Known,6/20/2023,21,Y,S4,N,,,fecal,"Fecal: 1458, Adult 1MP fecal: 1456"
2023,Alaska,Nome,37 MI,64.84112,-166.08508,7/15/2023,16:48,REKN,ZPohlen,CGesmundo,2,129232189,FEDG,1PX,FEDG,,,M,129232189,FEDG,1PX,FEDG,,,M,,,,,,,R,369,7,L,NF,U,,NA,28,6.9,5.1,21.1,57.7,33.6,,98.1,83.1,,103.3,Mist,A-01,1MP,Known,6/20/2023,25,N,,N,,,fecal,Fecal: 1477
2023,Alaska,Nome,37 MI,64.84628,-166.08137,6/21/2023,10:15,REKN,ZPohlen,KHunt,2,,,,,,,,129232190,,,,,,M,,,,,,,1,318,7,L,NF,U,,NA,13.5,4.4,3.4,10.7,35.1,26.7,,1.3,0,,14.3,Hand,A-01,1MP,Known,6/20/2023,1,Y,Down,Y,filter,DNA,,
2023,Alaska,Nome,37 MI,64.84514,-166.08385,6/24/2023,11:28,REKN,ZPohlen,KHunt,2,129232190,,,,,,M,129232190,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,14.1,4.7,3.6,12.5,38.8,27.6,,5.1,0,,23.9,Hand,A-01,1MP,Known,6/20/2023,4,N,,N,,,fecal,Fecal: 1218
2023,Alaska,Nome,37 MI,64.84470,-166.08452,6/26/2023,13:42,REKN,ZPohlen,KHunt,2,129232190,,,,,,M,129232190,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,18.1,5.3,4.1,13.8,42.5,28.3,,10,1.4,,36.2,Hand,A-01,1MP,Known,6/20/2023,6,N,,N,,,fecal,Fecal: 1173
2023,Alaska,Nome,37 MI,64.84658,-166.08109,6/29/2023,17:46,REKN,ZPohlen,KHunt,2,129232190,,,,,,M,129232190,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,20.8,5.9,4.4,15.7,47.4,30.5,,25,7.3,,57.4,Hand,A-01,1MP,Known,6/20/2023,9,N,,N,,,fecal,Fecal: 1194
2023,Alaska,Nome,37 MI,64.84535,-166.08385,7/2/2023,11:55,REKN,ZPohlen,KHunt,2,129232190,,,,,,M,129232190,,,,,,M,,,,,,,R,300,7,L,NF,U,,NA,23.6,6.6,4.8,17.8,51.7,31.4,,39.7,17.4,,78.7,Hand,A-01,1MP,Known,6/20/2023,12,Y,Back,N,,,fecal,"Fecal: 1203, 1204, S4: 8.8"
